Id,Label,timeset,bus number,lon,lat,supply (mw),demand (mw),cluster,modularity_class,Cluter-ID,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles
7104,,,,-121.321413,38.587611,0,0,1,13,0,2,2,30,0.058629,0.061141,0,0,0,0
7105,,,,-104.22629,43.346611,0,0,22,34,0,2,2,26,0.066613,0.069361,14427,0,0,0
7106,,,,-110.662324,48.515996,0,0,6,43,0,1,1,25,0.068226,0.070981,0,0,0,0
7107,,,,-119.485938,47.808901,0,0,11,65,0,2,2,26,0.066328,0.070005,15871.23031,0,0,0
7108,,,,-121.960247,37.856601,0,0,1,36,0,1,1,26,0.077172,0.082453,0,0,0,0
7109,,,,-118.127898,33.886128,0,0,2,46,0,2,2,29,0.063883,0.067912,14427,0,0,0
7110,,,,-129.456672,54.517974,0,0,9,62,0,1,1,26,0.067127,0.070047,0,0,0,0
7111,,,,-108.724914,37.514298,0,0,9,5,0,1,1,30,0.061823,0.065224,0,0,0,0
7112,,,,-111.482234,40.544197,0,0,4,38,0,4,4,30,0.061397,0.065299,57701,0,0,0
7113,,,,-102.7097,39.822897,0,0,9,7,0,2,2,30,0.053233,0.055171,0,0,0,0
7114,,,,-121.862285,49.48449,0,0,23,12,0,1,1,26,0.067767,0.070554,0,0,0,0
7115,,,,-118.500032,37.189204,0,0,9,49,0,2,2,26,0.073981,0.077305,226.577381,0,0,0
7116,,,,-119.805235,39.258992,0,0,9,44,0,2,2,26,0.077068,0.082421,25739.979,0,0,0
7117,,,,-111.724112,32.876154,0,0,7,42,0,3,3,27,0.06601,0.068734,43277,0,0,0
7118,,,,-119.446064,35.453855,0,0,12,25,0,3,3,26,0.077248,0.082522,341495.1116,0,0.333333,1
7119,,,,-108.211907,46.089767,0,0,18,24,0,3,3,26,0.062573,0.064903,4591.75959,0,0,0
7120,,,,-105.07578,39.689782,0,0,8,37,0,3,3,24,0.077724,0.082897,14429.33333,0,0,0
7121,,,,-122.659743,49.191315,0,0,23,11,0,2,2,22,0.091093,0.097337,0,0,1,1
7122,,,,-118.451335,34.83902,0,0,2,18,0,2,2,26,0.077088,0.082102,14427,0,0,0
7123,,,,-116.38111,46.965693,0,0,11,61,0,3,3,25,0.071767,0.076769,55716.17092,0,0,0
7124,,,,-122.980558,37.683924,0,0,20,3,0,2,2,27,0.072274,0.07781,63777.5914,0,0,0
7125,,,,-111.624399,32.37012,0,0,7,42,0,1,1,27,0.066002,0.068548,0,0,0,0
7126,,,,-121.796314,39.024385,0,0,1,44,0,1,1,27,0.070776,0.074552,0,0,0,0
7127,,,,-119.606675,47.365149,0,0,11,33,0,3,3,27,0.062239,0.06526,0,0,1,1
7128,,,,-121.351224,38.535007,0,0,1,13,0,3,3,25,0.082259,0.088897,0,0,1,1
7129,,,,-118.407038,33.671144,0,0,2,46,0,2,2,27,0.073241,0.079459,14332.61669,0,0,0
7130,,,,-123.594289,49.340915,0,0,23,12,0,2,2,24,0.07745,0.081769,14813.05397,0,0,0
7131,,,,-121.415024,54.66417,0,0,9,66,0,3,3,26,0.064579,0.06787,17289.33333,0,0,0
7132,,,,-110.75292,40.956312,0,0,0,45,0,1,1,30,0.061522,0.065336,0,0,0,0
7133,,,,-118.619997,45.883495,0,0,11,33,0,9,9,26,0.066162,0.070113,54871.81171,0,0,0
7134,,,,-120.308581,37.88704,0,0,20,10,0,1,1,29,0.062357,0.065577,0,0,0,0
7135,,,,-112.232778,37.167187,0,0,9,47,0,4,4,28,0.068802,0.073489,153775.0537,0,0,0
7136,,,,-118.882786,38.267483,0,0,9,49,0,1,1,28,0.064349,0.066444,0,0,0,0
7137,,,,-104.850623,41.460598,0,0,9,7,0,2,2,27,0.063146,0.066041,7170.5,0,0,0
7138,,,,-122.96917,43.472015,0,0,5,26,0,2,2,28,0.065281,0.068207,0,0,0,0
7139,,,,-118.26784,33.958101,0,0,2,46,0,3,3,27,0.073143,0.079674,4573.691077,0,0,0
7140,,,,-111.244203,32.272787,0,0,7,16,0,1,1,32,0.051796,0.053509,0,0,0,0
7141,,,,-113.874833,54.80837,0,0,10,67,0,3,3,28,0.05734,0.059918,30427.81667,0,0,0
7142,,,,-116.977539,32.507237,0,0,12,48,0,1,1,29,0.063858,0.06741,0,0,0,0
7143,,,,-122.199385,47.582433,0,0,19,67,0,3,3,27,0.059554,0.062967,14427,0,0,0
7144,,,,-117.364375,40.134703,0,0,21,2,0,2,2,30,0.05895,0.061636,7184.041667,0,0,0
7145,,,,-123.100409,48.455682,0,0,23,63,0,3,3,28,0.061102,0.06469,26741.0289,0,0,0
7146,,,,-113.755498,48.029584,0,0,6,69,0,1,1,24,0.072418,0.075626,0,0,0,0
7147,,,,-121.16934,37.459077,0,0,1,13,0,3,3,29,0.063132,0.066617,14427,0,0,0
7148,,,,-115.702855,33.022718,0,0,12,55,0,1,1,27,0.068361,0.071694,0,0,0,0
7149,,,,-112.723336,37.860043,0,0,9,47,0,2,2,28,0.068792,0.073289,14427,0,0,0
7150,,,,-122.917401,41.654992,0,0,9,26,0,2,2,29,0.061371,0.063855,14427,0,0,0
7151,,,,-105.184027,39.390264,0,0,8,37,0,1,1,29,0.056252,0.058351,0,0,0,0
7152,,,,-119.011923,36.848269,0,0,9,49,0,1,1,25,0.080206,0.084501,0,0,0,0
7153,,,,-104.110872,43.329573,0,0,22,34,0,1,1,27,0.062453,0.064636,0,0,0,0
7154,,,,-118.839456,47.102038,0,0,11,50,0,1,1,24,0.075137,0.079728,0,0,0,0
7155,,,,-109.560859,35.620383,0,0,9,56,0,1,1,26,0.070634,0.073442,0,0,0,0
7156,,,,-116.840387,44.493327,0,0,14,37,0,3,3,27,0.064442,0.067895,28853,0,0,0
7157,,,,-116.126485,48.007529,0,0,11,69,0,2,2,25,0.068803,0.072072,14427,0,0,0
7158,,,,-121.443791,38.492602,0,0,1,13,0,2,2,30,0.058262,0.060487,0.5,0,0,0
7159,,,,-120.300751,39.671134,0,0,20,44,0,1,1,28,0.066411,0.069775,0,0,0,0
7160,,,,-104.542572,39.335469,0,0,8,8,0,3,3,26,0.067362,0.07082,28853,0,0,0
7161,,,,-112.524712,47.634608,0,0,6,35,0,2,2,26,0.064896,0.067401,0,0,1,1
7162,,,,-106.604668,35.273181,0,0,13,5,0,2,2,26,0.068476,0.072473,32348.48746,0,0,0
7163,,,,-114.970281,36.193008,0,0,15,20,0,5,5,27,0.072644,0.077066,14427,0,0.333333,1
7164,,,,-117.40975,47.852125,0,0,11,40,0,2,2,24,0.073738,0.077604,0,0,0,0
7165,,,,-117.848443,35.122306,0,0,12,18,0,1,1,30,0.059034,0.061206,0,0,0,0
7166,,,,-116.222545,43.783258,0,0,14,41,0,3,3,28,0.058055,0.06079,5.333333,0,0,0
7167,,,,-105.198733,43.442735,0,0,22,34,0,1,1,27,0.062291,0.064452,0,0,0,0
7168,,,,-111.899049,41.000525,0,0,4,45,0,2,2,29,0.06518,0.069541,1,0,0,0
7169,,,,-117.239259,32.863148,0,0,12,48,0,3,3,29,0.062499,0.065662,43275,0,0.333333,1
7170,,,,-123.038113,49.031457,0,0,23,12,0,3,3,23,0.083542,0.088546,75197.02003,0,0.333333,1
7171,,,,-122.682439,42.202753,0,0,9,6,0,4,4,27,0.06993,0.074001,60158.94421,0,0,0
7172,,,,-121.277021,38.538315,0,0,1,13,0,3,3,30,0.058897,0.061533,0,0,0,0
7173,,,,-116.372555,48.28185,0,0,11,69,0,2,2,24,0.073845,0.077876,43275,0,0,0
7174,,,,-121.256875,38.707113,0,0,1,13,0,1,1,26,0.075867,0.080517,0,0,0,0
7175,,,,-117.017748,43.849245,0,0,14,41,0,3,3,28,0.060481,0.0637,20427.2176,0,0,0
7176,,,,-113.598804,35.172258,0,0,9,19,0,3,3,29,0.064507,0.068008,44906.06241,0,0,0
7177,,,,-112.046196,51.731366,0,0,9,70,0,1,1,23,0.078503,0.083274,0,0,0,0
7178,,,,-119.129776,35.142199,0,0,12,25,0,3,3,26,0.077719,0.083209,28777.39524,0,0,0
7179,,,,-119.110714,35.087122,0,0,12,25,0,3,3,27,0.072127,0.076419,8,0,0,0
7180,,,,-121.97142,41.869956,0,0,9,6,0,1,1,28,0.065577,0.068708,0,0,0,0
7181,,,,-119.929017,36.873021,0,0,20,54,0,2,2,30,0.062961,0.067306,62704.85308,0,0,0
7182,,,,-106.399185,31.742571,0,0,17,28,0,3,3,27,0.063459,0.066465,0,0,1,1
7183,,,,-106.572941,35.272009,0,0,13,5,0,1,1,26,0.068458,0.072253,0,0,0,0
7184,,,,-123.558866,43.070665,0,0,9,26,0,1,1,29,0.058401,0.061435,0,0,0,0
7185,,,,-104.72736,39.022551,0,0,8,8,0,2,2,25,0.072231,0.076563,7.75,0,0,0
7186,,,,-108.155413,47.152471,0,0,18,24,0,2,2,25,0.06563,0.06784,14427,0,0,0
7187,,,,-105.221234,37.607722,0,0,9,51,0,2,2,28,0.061231,0.064028,0,0,0,0
7188,,,,-115.474636,37.039979,0,0,15,47,0,1,1,25,0.084791,0.091702,0,0,0,0
7189,,,,-111.630031,32.707099,0,0,7,42,0,2,2,29,0.058314,0.060102,14427,0,0,0
7190,,,,-118.743828,35.100103,0,0,12,46,0,3,3,28,0.068835,0.074323,35426.82081,0,0,0
7191,,,,-118.060941,39.940785,0,0,21,2,0,1,1,31,0.055474,0.057366,0,0,0,0
7192,,,,-114.322948,32.027306,0,0,9,55,0,2,2,24,0.080616,0.084221,0,0,1,1
7193,,,,-120.783814,37.714574,0,0,20,10,0,3,3,28,0.06786,0.073161,14427,0,0.333333,1
7194,,,,-117.622485,34.162946,0,0,2,52,0,2,2,28,0.068922,0.074673,19337.4275,0,0,0
7195,,,,-123.006754,44.750926,0,0,5,26,0,1,1,27,0.065214,0.06899,0,0,0,0
7196,,,,-114.28279,45.727769,0,0,9,29,0,2,2,27,0.06599,0.069002,14427,0,0,0
7197,,,,-111.752179,33.017788,0,0,7,22,0,3,3,27,0.066331,0.069303,1288.955273,0,0,0
7198,,,,-112.170742,53.943969,0,0,10,68,0,3,3,26,0.064504,0.067838,29374.07706,0,0,0
7199,,,,-121.349307,38.50724,0,0,1,13,0,3,3,26,0.076011,0.081003,0,0,0,0
7200,,,,-111.440907,40.240167,0,0,4,38,0,3,3,29,0.065462,0.070359,28104.97494,0,0,0
7201,,,,-119.467436,46.898562,0,0,11,50,0,3,3,25,0.070683,0.075403,26924.63771,0,0,0
7202,,,,-117.079371,32.734078,0,0,12,48,0,1,1,27,0.07315,0.078402,0,0,0,0
7203,,,,-116.242482,36.389446,0,0,9,47,0,1,1,28,0.071175,0.07616,0,0,0,0
7204,,,,-122.613008,38.397485,0,0,20,36,0,2,2,30,0.059107,0.062054,0,0,0,0
7205,,,,-117.8405,33.771372,0,0,2,52,0,3,3,33,0.051735,0.054556,14427,0,0,0
7206,,,,-109.396888,45.624014,0,0,18,24,0,1,1,22,0.088207,0.093011,0,0,0,0
7207,,,,-103.715417,38.25914,0,0,9,8,0,4,4,25,0.072282,0.076751,150981.4083,0,0,0
7208,,,,-107.419999,40.462726,0,0,9,37,0,3,3,27,0.064937,0.067995,386.811033,0,0.333333,1
7209,,,,-112.540834,46.775413,0,0,6,35,0,2,2,27,0.063065,0.065343,0,0,0,0
7210,,,,-112.113975,33.385791,0,0,7,22,0,2,2,26,0.069992,0.073134,0,0,0,0
7211,,,,-122.708708,45.615421,0,0,5,57,0,3,3,29,0.058736,0.063237,37714.91931,0,0,0
7212,,,,-123.695201,46.735549,0,0,9,27,0,1,1,30,0.05425,0.056302,0,0,0,0
7213,,,,-110.812216,42.223243,0,0,0,29,0,3,3,30,0.061838,0.066012,54072.89421,0,0,0
7214,,,,-118.175188,34.291503,0,0,2,18,0,2,2,28,0.068293,0.07342,0,0,1,1
7215,,,,-116.363738,33.688036,0,0,12,48,0,1,1,30,0.060326,0.063306,0,0,0,0
7216,,,,-120.055282,37.842784,0,0,20,10,0,1,1,32,0.053472,0.055917,0,0,0,0
7217,,,,-106.151426,35.939585,0,0,13,51,0,3,3,26,0.072991,0.077259,14431,0,0,0
7218,,,,-117.710793,33.864212,0,0,2,9,0,3,3,29,0.065535,0.070906,9235.444043,0,0,0
7219,,,,-118.569101,52.684202,0,0,9,65,0,3,3,25,0.070398,0.075059,197636.3589,0,0,0
7220,,,,-121.265095,38.540367,0,0,1,13,0,1,1,31,0.055621,0.057785,0,0,0,0
7221,,,,-119.676448,37.523947,0,0,9,10,0,1,1,35,0.046466,0.048212,0,0,0,0
7222,,,,-120.45332,37.157047,0,0,20,54,0,1,1,31,0.055333,0.057604,0,0,0,0
7223,,,,-122.486081,47.369762,0,0,19,63,0,2,2,26,0.069287,0.073811,10237.56973,0,0,0
7224,,,,-119.634819,46.573694,0,0,11,33,0,2,2,25,0.070381,0.074789,0,0,0,0
7225,,,,-118.070431,34.084808,0,0,2,52,0,5,5,30,0.05982,0.062871,28853,0,0,0
7226,,,,-122.302579,47.693966,0,0,19,27,0,1,1,25,0.073562,0.077833,0,0,0,0
7227,,,,-115.146524,35.9742,0,0,15,20,0,1,1,29,0.063359,0.06626,0,0,0,0
7228,,,,-118.968432,46.840096,0,0,11,50,0,1,1,23,0.081239,0.087288,0,0,0,0
7229,,,,-108.432653,32.642844,0,0,17,21,0,3,3,27,0.066995,0.07026,124585.5476,0,0,0
7230,,,,-114.129077,49.448129,0,0,6,14,0,2,2,23,0.078337,0.082748,14427,0,0,0
7231,,,,-119.852833,36.17869,0,0,12,47,0,1,1,28,0.068235,0.072551,0,0,0,0
7232,,,,-119.209971,45.678149,0,0,11,50,0,2,2,27,0.062139,0.065139,0,0,0,0
7233,,,,-116.109638,33.499071,0,0,12,55,0,1,1,28,0.067908,0.071886,0,0,0,0
7234,,,,-111.994801,47.138677,0,0,6,43,0,1,1,23,0.079672,0.084236,0,0,0,0
7235,,,,-105.471935,42.141149,0,0,22,34,0,1,1,26,0.066587,0.069395,0,0,0,0
7236,,,,-119.414791,37.202443,0,0,9,54,0,3,3,28,0.065735,0.069,16779.75843,0,0,0
7237,,,,-120.157035,45.720623,0,0,11,50,0,3,3,26,0.066747,0.070552,14427,0,0.333333,1
7238,,,,-114.747148,32.237102,0,0,9,55,0,1,1,25,0.074566,0.077323,0,0,0,0
7239,,,,-106.614142,42.257176,0,0,22,34,0,1,1,27,0.063048,0.065555,0,0,0,0
7240,,,,-121.445631,39.466749,0,0,20,44,0,2,2,25,0.082433,0.088762,0,0,0,0
7241,,,,-117.250295,33.869688,0,0,2,39,0,3,3,25,0.084398,0.091817,36.133333,0,0,0
7242,,,,-104.709711,39.992387,0,0,8,8,0,1,1,25,0.0721,0.076102,0,0,0,0
7243,,,,-118.389822,33.333498,0,0,12,25,0,1,1,29,0.064168,0.068526,0,0,0,0
7244,,,,-122.012225,38.038596,0,0,1,36,0,2,2,28,0.067843,0.072157,15086.68779,0,0,0
7245,,,,-118.028072,33.754233,0,0,2,52,0,3,3,29,0.063981,0.068398,14427,0,0.333333,1
7246,,,,-122.939047,44.149382,0,0,5,26,0,2,2,26,0.069518,0.073657,0,0,0,0
7247,,,,-113.883721,47.110252,0,0,9,44,0,1,1,29,0.061083,0.063255,0,0,0,0
7248,,,,-122.225551,37.948349,0,0,1,36,0,2,2,26,0.076871,0.082467,22354.06002,0,0,0
7249,,,,-121.513263,41.10469,0,0,9,3,0,1,1,27,0.070769,0.074318,0,0,0,0
7250,,,,-123.115984,39.036591,0,0,20,13,0,1,1,29,0.06293,0.066258,0,0,0,0
7251,,,,-106.204993,48.200365,0,0,9,23,0,2,2,23,0.075463,0.078772,14427,0,0,0
7252,,,,-109.048999,37.076477,0,0,9,5,0,1,1,30,0.061823,0.065224,0,0,0,0
7253,,,,-116.616688,34.028034,0,0,12,48,0,2,2,30,0.059824,0.062709,0,0,0,0
7254,,,,-107.863312,35.467582,0,0,9,51,0,1,1,30,0.051637,0.053238,0,0,0,0
7255,,,,-110.063909,31.844815,0,0,9,16,0,2,2,29,0.059989,0.062303,28852,0,0,0
7256,,,,-119.347704,37.235647,0,0,9,54,0,3,3,26,0.074733,0.078603,101787.344,0,0,0
7257,,,,-108.717841,45.423676,0,0,18,24,0,2,2,23,0.081071,0.084881,5,0,0,0
7258,,,,-114.344952,50.609878,0,0,6,53,0,3,3,23,0.078756,0.082857,57696.33333,0,0,0
7259,,,,-105.348541,42.085032,0,0,22,34,0,1,1,26,0.066587,0.069395,0,0,0,0
7260,,,,-114.00865,45.774565,0,0,9,29,0,1,1,28,0.061905,0.064308,0,0,0,0
7261,,,,-120.517391,35.785297,0,0,9,25,0,3,3,30,0.06107,0.064787,24479.85374,0,0,0
7262,,,,-121.449847,38.582652,0,0,1,13,0,3,3,27,0.07065,0.074803,43.844986,0,0.333333,1
7263,,,,-115.926915,34.176225,0,0,12,48,0,2,2,27,0.073667,0.078628,89350.56984,0,0,0
7264,,,,-115.013793,40.422505,0,0,9,30,0,1,1,28,0.061989,0.065248,0,0,0,0
7265,,,,-105.023208,40.338291,0,0,8,7,0,1,1,27,0.063828,0.067044,0,0,0,0
7266,,,,-122.377526,42.666222,0,0,9,6,0,2,2,29,0.061456,0.064116,14427,0,0,0
7267,,,,-109.024725,42.812404,0,0,9,31,0,2,2,22,0.081889,0.086272,16505.72788,0,0,0
7268,,,,-117.149883,33.063433,0,0,12,39,0,3,3,27,0.073233,0.079199,14.885714,0,0.666667,2
7269,,,,-113.615119,47.90915,0,0,6,69,0,1,1,26,0.063462,0.065902,0,0,0,0
7270,,,,-108.697847,45.786575,0,0,18,24,0,1,1,25,0.070137,0.072751,0,0,0,0
7271,,,,-123.360147,47.854264,0,0,3,11,0,2,2,25,0.073366,0.077476,173720.871,0,0,0
7272,,,,-123.13414,38.90118,0,0,20,15,0,1,1,28,0.066634,0.069893,0,0,0,0
7273,,,,-117.032267,43.839639,0,0,14,41,0,3,3,27,0.063814,0.06757,57328.53771,0,0,0
7274,,,,-113.305448,33.857992,0,0,9,42,0,1,1,27,0.066212,0.069315,0,0,0,0
7275,,,,-113.683903,42.848562,0,0,14,30,0,3,3,32,0.055017,0.057963,28853,0,0,0
7276,,,,-104.790077,39.998736,0,0,8,8,0,2,2,23,0.084135,0.090654,28852,0,0,0
7277,,,,-104.090166,36.401657,0,0,9,8,0,1,1,27,0.063437,0.06643,0,0,0,0
7278,,,,-118.468992,35.329656,0,0,12,18,0,3,3,27,0.071534,0.07544,43277,0,0,0
7279,,,,-117.107236,32.616355,0,0,12,48,0,2,2,27,0.073164,0.078598,0,0,0,0
7280,,,,-121.546264,44.688726,0,0,9,26,0,1,1,26,0.068923,0.072394,0,0,0,0
7281,,,,-118.368702,33.981602,0,0,2,46,0,1,1,28,0.06823,0.073404,0,0,0,0
7282,,,,-121.012422,38.048363,0,0,1,59,0,2,2,29,0.062999,0.065958,0,0,0,0
7283,,,,-109.322977,37.665273,0,0,9,4,0,2,2,28,0.070369,0.075535,0,0,0,0
7284,,,,-109.015024,31.456317,0,0,9,21,0,1,1,29,0.059086,0.061232,0,0,0,0
7285,,,,-111.917264,40.51894,0,0,4,35,0,3,3,30,0.061006,0.06461,547.640067,0,0,0
7286,,,,-121.258366,38.652644,0,0,1,13,0,1,1,25,0.082115,0.088133,0,0,0,0
7287,,,,-116.516752,33.213954,0,0,12,55,0,2,2,28,0.067944,0.072217,108.666667,0,0,0
7288,,,,-122.18584,38.175978,0,0,1,36,0,1,1,30,0.059482,0.062247,0,0,0,0
7289,,,,-111.893763,33.311589,0,0,7,22,0,1,1,24,0.081282,0.085274,0,0,0,0
7290,,,,-117.545715,34.036331,0,0,2,9,0,3,3,27,0.072715,0.07813,0,0,1,1
7291,,,,-120.482628,37.827952,0,0,20,10,0,2,2,28,0.066503,0.070654,0,0,1,1
7292,,,,-108.664919,31.499067,0,0,9,21,0,1,1,29,0.059086,0.061232,0,0,0,0
7293,,,,-114.218973,48.3538,0,0,6,69,0,4,4,29,0.05406,0.055946,57701,0,0,0
7294,,,,-112.077529,44.200438,0,0,0,43,0,4,4,25,0.069484,0.073407,52313.76954,0,0,0
7295,,,,-119.785265,36.146837,0,0,12,47,0,2,2,27,0.073231,0.078891,0,0,1,1
7296,,,,-122.610516,53.454917,0,0,16,66,0,2,2,28,0.057158,0.059515,17.633333,0,0,0
7297,,,,-119.551385,35.798533,0,0,12,25,0,2,2,28,0.068439,0.073279,0,0,0,0
7298,,,,-122.130251,37.670254,0,0,1,17,0,1,1,28,0.069009,0.073019,0,0,0,0
7299,,,,-122.59619,44.812218,0,0,5,57,0,3,3,28,0.062144,0.066234,54907.95064,0,0,0
7300,,,,-111.855866,44.833038,0,0,9,24,0,1,1,25,0.071004,0.073644,0,0,0,0
7301,,,,-115.598515,48.326237,0,0,11,69,0,2,2,28,0.057082,0.059076,14427,0,0,0
7302,,,,-103.013468,41.016425,0,0,9,7,0,5,5,30,0.053305,0.055753,81846.53427,0,0,0
7303,,,,-121.3888,38.58203,0,0,1,13,0,1,1,29,0.061973,0.064632,0,0,0,0
7304,,,,-117.273053,34.128591,0,0,2,39,0,1,1,27,0.072456,0.077313,0,0,0,0
7305,,,,-123.360275,43.988047,0,0,5,26,0,1,1,27,0.065758,0.069013,0,0,0,0
7306,,,,-118.182708,34.010321,0,0,2,46,0,1,1,27,0.072882,0.078432,0,0,0,0
7307,,,,-114.975127,36.207132,0,0,15,20,0,3,3,28,0.067724,0.071166,0,0,0,0
7308,,,,-108.748968,32.91987,0,0,9,21,0,1,1,28,0.062791,0.065366,0,0,0,0
7309,,,,-122.832291,45.002743,0,0,5,57,0,1,1,28,0.062543,0.0668,0,0,0,0
7310,,,,-113.701515,51.125241,0,0,6,70,0,3,3,24,0.072746,0.076596,175610.4863,0,0,0
7311,,,,-122.540457,49.536843,0,0,23,12,0,4,4,25,0.072731,0.076535,58453.19018,0,0,0
7312,,,,-122.736243,54.045924,0,0,16,66,0,3,3,30,0.051332,0.053248,82334.14837,0,0,0
7313,,,,-116.420442,37.918804,0,0,9,47,0,1,1,29,0.063467,0.066357,0,0,0,0
7314,,,,-113.188596,50.97167,0,0,6,70,0,2,2,26,0.063471,0.065878,0,0,1,1
7315,,,,-110.363021,34.815322,0,0,9,42,0,3,3,25,0.075945,0.080015,123627.4466,0,0,0
7316,,,,-121.68762,37.877783,0,0,1,17,0,3,3,28,0.06856,0.07317,53533.80894,0,0,0
7317,,,,-104.423904,40.913106,0,0,8,7,0,3,3,25,0.072371,0.077195,3574.793506,0,0,0
7318,,,,-122.512884,47.428334,0,0,19,63,0,1,1,25,0.073774,0.078471,0,0,0,0
7319,,,,-118.318234,35.797602,0,0,12,18,0,2,2,24,0.090146,0.097012,0,0,0,0
7320,,,,-116.147943,45.962237,0,0,11,40,0,4,4,29,0.055774,0.058137,14427,0,0.333333,1
7321,,,,-105.171421,43.689641,0,0,22,34,0,1,1,25,0.07111,0.074229,0,0,0,0
7322,,,,-118.501079,34.014819,0,0,2,46,0,2,2,29,0.063698,0.067467,0,0,1,1
7323,,,,-115.114423,36.147829,0,0,15,20,0,1,1,28,0.067731,0.071476,0,0,0,0
7324,,,,-119.473028,47.890575,0,0,11,65,0,2,2,26,0.066225,0.069671,0,0,0,0
7325,,,,-123.024633,49.363591,0,0,23,59,0,3,3,23,0.083861,0.089447,35662.23413,0,0,0
7326,,,,-121.265674,38.628006,0,0,1,13,0,2,2,26,0.075993,0.080974,320.769794,0,0,0
7327,,,,-123.560861,54.624447,0,0,16,66,0,2,2,26,0.064373,0.067605,7714.661905,0,0,0
7328,,,,-120.085425,46.426932,0,0,11,50,0,3,3,26,0.066233,0.070117,70079.91948,0,0,0
7329,,,,-121.075658,44.934499,0,0,9,26,0,1,1,27,0.064833,0.068195,0,0,0,0
7330,,,,-118.55779,35.285215,0,0,12,18,0,1,1,27,0.071532,0.07533,0,0,0,0
7331,,,,-111.985567,33.460382,0,0,7,22,0,2,2,25,0.075172,0.078696,19.8,0,0,0
7332,,,,-117.185584,32.851951,0,0,12,48,0,4,4,27,0.071209,0.075692,64362.45426,0,0,0
7333,,,,-117.309494,34.02702,0,0,2,39,0,2,2,26,0.077886,0.08358,14427,0,0,0
7334,,,,-121.964877,47.468177,0,0,19,27,0,2,2,27,0.065452,0.069077,0,0,0,0
7335,,,,-118.543868,34.857551,0,0,12,18,0,1,1,26,0.077087,0.082056,0,0,0,0
7336,,,,-117.057752,32.420443,0,0,12,48,0,3,3,27,0.073188,0.078876,58831.99506,0,0,0
7337,,,,-116.806138,44.84109,0,0,14,41,0,4,4,27,0.063736,0.067159,28853,0,0,0
7338,,,,-122.370272,47.383136,0,0,19,65,0,2,2,27,0.06283,0.066463,0,0,0,0
7339,,,,-107.68462,32.510372,0,0,17,21,0,1,1,29,0.059582,0.061869,0,0,0,0
7340,,,,-113.356688,49.536951,0,0,6,14,0,2,2,25,0.068041,0.071171,43275,0,0,0
7341,,,,-122.400798,38.011662,0,0,1,36,0,1,1,26,0.076786,0.082072,0,0,0,0
7342,,,,-122.723163,45.521634,0,0,5,57,0,2,2,30,0.057937,0.062478,16973.25955,0,0,0
7343,,,,-122.269727,47.476328,0,0,19,27,0,3,3,29,0.059166,0.062587,14427,0,0,0
7344,,,,-122.169639,37.672144,0,0,1,17,0,3,3,28,0.069013,0.073094,14427,0,0,0
7345,,,,-113.234595,43.312479,0,0,0,30,0,2,2,27,0.064021,0.067206,7383.615796,0,0,0
7346,,,,-122.571569,47.248367,0,0,19,63,0,3,3,26,0.06871,0.072436,28852,0,0,0
7347,,,,-121.45474,40.389382,0,0,9,3,0,2,2,27,0.070769,0.074364,14427,0,0,0
7348,,,,-123.324443,48.624407,0,0,23,63,0,2,2,28,0.061055,0.064464,26704.42676,0,0,0
7349,,,,-122.862138,55.123133,0,0,16,66,0,3,3,24,0.073712,0.078247,282293.6405,0,0,0
7350,,,,-113.794669,42.826721,0,0,14,30,0,1,1,33,0.052148,0.054548,0,0,0,0
7351,,,,-118.086772,34.048167,0,0,2,52,0,2,2,30,0.059855,0.062775,0,0,0,0
7352,,,,-120.551495,37.180116,0,0,20,54,0,1,1,33,0.051662,0.053951,0,0,0,0
7353,,,,-111.914066,43.505852,0,0,0,29,0,3,3,29,0.061707,0.065127,43274,0,0,0
7354,,,,-104.871682,48.236807,0,0,9,23,0,1,1,23,0.075456,0.078645,0,0,0,0
7355,,,,-122.964857,49.186583,0,0,23,12,0,3,3,25,0.071759,0.075243,34.116667,0,0,0
7356,,,,-122.263914,39.382,0,0,20,3,0,2,2,27,0.071165,0.074902,14427,0,0,0
7357,,,,-120.351833,36.261424,0,0,9,47,0,2,2,27,0.072504,0.077106,30892.79405,0,0,0
7358,,,,-121.731294,50.651477,0,0,3,64,0,2,2,28,0.060025,0.062755,21079.60578,0,0,0
7359,,,,-122.116199,38.124713,0,0,1,36,0,1,1,30,0.059482,0.062243,0,0,0,0
7360,,,,-115.213053,36.176688,0,0,15,20,0,3,3,25,0.084755,0.092149,30078.20337,0,0.333333,1
7361,,,,-120.660556,37.892102,0,0,20,10,0,2,2,28,0.067013,0.070908,14427,0,0,0
7362,,,,-115.706164,47.262715,0,0,11,43,0,1,1,27,0.067733,0.070815,0,0,0,0
7363,,,,-121.935541,40.336639,0,0,9,3,0,2,2,27,0.070948,0.074806,14427,0,0,0
7364,,,,-120.296078,46.045807,0,0,11,50,0,1,1,30,0.055991,0.058163,0,0,0,0
7365,,,,-118.624286,33.943275,0,0,2,46,0,1,1,30,0.059842,0.06278,0,0,0,0
7366,,,,-122.138057,47.552208,0,0,19,67,0,1,1,29,0.053218,0.055489,0,0,0,0
7367,,,,-117.984109,34.328505,0,0,2,18,0,2,2,27,0.073268,0.079663,1106.136508,0,0,0
